country,iso3,climate_vulnerability_index,Year,child_stunting_rate,child_wasting_rate,child_underweight_rate,infant_mortality,under5_mortality,child_mortality,who_stunting_rate,food_supply_kcal,poverty_below_3usd,tfp_index
Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,2138.691,40.301487,92.3423
Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,2138.691,40.301487,92.3423
Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,2138.691,40.301487,92.3423
South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,3156.9246,NA,NA
South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,3156.9246,NA,NA
South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,3156.9246,NA,NA
South-eastern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA
South-eastern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA
South-eastern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA
Southern Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,NA,NA,NA
Southern Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA
Southern Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA
Southern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA
Southern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA
Southern Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA
Southern Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA
Southern Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
Southern Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA
Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,2678.9468,2.705454,94.2674
Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,2678.9468,2.705454,94.2674
Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,2678.9468,2.705454,94.2674
Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA,NA
Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA
Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,NA,NA,NA
Syrian Arab Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA
Syrian Arab Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA
Syrian Arab Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,NA,NA,75.9231
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,75.9231
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,NA,75.9231
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2984.954,3.238,84.5946
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,2984.954,3.238,84.5946
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,2984.954,3.238,84.5946
Türkiye,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA
Türkiye,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA
Türkiye,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA
Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,2757.9172,0.033767752,101.9724
Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,2757.9172,0.033767752,101.9724
Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,2757.9172,0.033767752,101.9724
United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA
United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA
United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA
United Republic of Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA
United Republic of Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA,NA,NA
United Republic of Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA
United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA
United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA
United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA
Venezuela (Bolivarian Republic of),NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA
Venezuela (Bolivarian Republic of),NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA
Venezuela (Bolivarian Republic of),NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA
Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA
Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA
Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA
Western Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA
Western Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
Western Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA
Western Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA
Western Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA
Western Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
Western Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA
Western Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA
Western Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA
Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2567.35,NA,NA
Americas (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392.05,NA,NA
Antigua and Barbuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482.4941,NA,NA
Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943.82,NA,NA
Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759.5864,0.5282233,109.955
Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701.8284,NA,98.5586
Belgium-Luxembourg (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670,NA,NA
Bermuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776.3538,NA,NA
Brunei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2959.8743,NA,NA
Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572.0554,0.24990198,103.6279
Caribbean (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2827.78,NA,NA
Central America (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173.14,NA,NA
Central Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3168.58,NA,NA
China (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441.48,NA,NA
Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421.4875,0.26276088,102.9723
Cyprus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2855.2139,0.013168177999999999,108.775
Czechoslovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161.6072,NA,NA
Democratic Republic of Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2078.9473,85.31767,NA
Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579.619,0.35922468,103.0098
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3278.3,NA,NA
East Timor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222.32,43.935608,NA
Eastern Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2262.71,NA,NA
Eastern Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3361.15,NA,NA
Eastern Europe (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3375.2,NA,NA
Ethiopia (former),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616.6896,NA,NA
Europe (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471.44,NA,NA
European Union (27),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540.9702,NA,NA
France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3505.4783,0.069723465,105.7477
French Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3146.0803,NA,NA
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2803.1863,0.76735455,NA
High-income countries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3492.284,NA,NA
Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3004.8472,NA,NA
Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3530.3574,0.91795725,77.2525
Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3604.709,0.079942025,190.9965
Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3894.7224,0.72074586,99.6843
Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3667.3591,0.9272269,94.2355
Land Locked Developing Countries (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570.12,NA,NA
Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3156.3718,15.656701,100.4812
Least Developed Countries (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2435.67,NA,NA
Low Income Food Deficit Countries (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2393.72,NA,NA
Low-income countries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280.0232,NA,NA
Lower-middle-income countries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2617.3762,NA,NA
Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452.5415,0.085137635,112.0159
Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2899.0647,NA,NA
Micronesia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937.2,NA,NA
Micronesia (country),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805.1277,26.14708,NA
Middle Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2312.48,NA,NA
Moldova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635.0098,0.1292224,117.6555
Net Food Importing Developing Countries (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532.24,NA,NA
Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3468.3887,0.09726311,100.2049
Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3142.375,NA,NA
New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985.466,NA,NA
New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180.148,NA,92.5993
North America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3573.3667,NA,NA
North Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981.1882,NA,NA
Northern Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3142.08,NA,NA
Northern America (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880.91,NA,NA
Northern Europe (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3401.75,NA,NA
Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490.115,0.19705932,107.2682
Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100.213,NA,NA
Oceania (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3101.16,NA,NA
Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3433.42,0.041680403,NA
Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923.6675,NA,NA
Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3018.067,NA,NA
Serbia and Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2916.0461,NA,106.8205
Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3075.5967,0.45213726,89.1829
Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100.331,0,111.9091
Small Island Developing States (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2696.31,NA,NA
South America (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3111.24,NA,NA
South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3444.1628,0.24876492,NA
South-eastern Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.45,NA,NA
Southern Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2713.38,NA,NA
Southern Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584.35,NA,NA
Southern Europe (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518.7,NA,NA
Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3356.253,0.8134084,89.9891
Sudan (former),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200.6326,NA,NA
Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3347.428,0.8379481,102.4417
Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3432.2642,0.20869467,118.0625
Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3016.3599,0,100.6106
USSR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3015.039,NA,NA
United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3061.6863,0,131.1626
United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322.3088,0.49831137,103.056
United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3874.9792,1.2497342,100.6088
Upper-middle-income countries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3253.7686,NA,NA
Western Africa (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644.31,NA,NA
Western Asia (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3128.26,NA,NA
Western Europe (FAO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3615.35,NA,NA
World,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2957.1687,10.119776,104.5212
Yugoslavia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3414.5215,NA,NA
Argentina (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96368045,NA
Bolivia (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.803379,NA
China (rural),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
China (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Colombia (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.303,NA
East Asia and Pacific (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8791537,NA
Eastern and Southern Africa (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.145725,NA
Ecuador (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.136765,NA
Ethiopia (rural),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.181,NA
Europe and Central Asia (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50863314,NA
Honduras (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.460003,NA
Latin America and Caribbean (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4180374,NA
Micronesia (country) (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.583076,NA
"Middle East, North Africa, Afghanistan and Pakistan (WB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.757192,NA
North America (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9924528,NA
Rwanda (rural),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.525,NA
South Asia (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.116581,NA
Sub-Saharan Africa (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.213844,NA
Suriname (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.602125,NA
Uruguay (urban),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.522471,NA
Western and Central Africa (WB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.97248,NA
World (excluding China),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.210276,NA
World (excluding India),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.665603,NA
"ASIA, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.4118
"ASIA, Total LDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.0396
"Asia, Developed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6898
Belgium-Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3562
CWANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.1775
Congo DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.8
Congo Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5633
"Czechslovakia, former",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5634
DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.7788
"EUROPE, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.3747
"Ethiopia, former",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1091
"Europe, Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.212
"Europe, Eastern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.6004
"Europe, Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7892
"Europe, Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3882
"Europe, Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.0952
FSU and Central Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.2653
Former Soviet Union,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.5723
French Guiana (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6855
"Korea, DPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5102
"Korea, Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.3713
"LAC, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1156
LDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.6966
Lesser Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9547
NE Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.4796
NORTH AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8266
New Caledonia (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5199
North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.1313
OCEANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.37
Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8603
Puerto Rico (USA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6165
Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.1495
"SA, Andean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5732
"SA, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5941
"SA, Southern Cone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.0718
SE Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.0168
"SSA, Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4189
"SSA, Eastern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5485
"SSA, Horn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5498
"SSA, Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.0952
"SSA, SACU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.7285
"SSA, Sahel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6968
"SSA, Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.7811
"SSA, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8819
"SSA, Western",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9599
South Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.1611
"Sudan, former",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.1368
West Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6913
West Bank and Gaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.2743
"Yugoslavia, former",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.9592
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8501
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7781
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9756
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4358
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7738
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.297
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.0327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.9509
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9065
