Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","728","South Sudan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","724","Spain","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","724","Spain","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","144","Sri Lanka","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","729","Sudan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","729","Sudan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","740","Suriname","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","740","Suriname","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","752","Sweden","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","752","Sweden","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","756","Switzerland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","756","Switzerland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","39","E","Estimated value",""
"FS","Suite of Food Security Indicators","760","Syrian Arab Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","9.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","8.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","762","Tajikistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","764","Thailand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","4.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","764","Thailand","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","18.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","626","Timor-Leste","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","768","Togo","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","9.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","768","Togo","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","772","Tokelau","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","772","Tokelau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","776","Tonga","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","776","Tonga","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","11.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","780","Trinidad and Tobago","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","792","Türkiye","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","792","Türkiye","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","795","Turkmenistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","800","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","10.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","804","Ukraine","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","20.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","13.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","840","United States of America","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","840","United States of America","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","858","Uruguay","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","858","Uruguay","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","548","Vanuatu","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","862","Venezuela (Bolivarian Republic of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","887","Yemen","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","887","Yemen","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","894","Zambia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","37.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","894","Zambia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","716","Zimbabwe","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","19.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","716","Zimbabwe","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.2","E","Estimated value",""
